Year,Attribute,Value
1960,"Intermediate inputs: All intermediate inputs: Price (index, 2015=1)",0.140660531
1960,"Intermediate inputs: All intermediate inputs: Quantity (million, $2015)",136483.056
1960,"Intermediate inputs: Feed and seed: Price (index, 2015=1)",0.160150017
1960,"Intermediate inputs: Feed and seed: Quantity (million, $2015)",67616.53441
1960,"Intermediate inputs: Energy: Price (index, 2015=1)",0.063727363
1960,"Intermediate inputs: Energy: Quantity (million, $2015)",26064.00036
1960,"Intermediate inputs: Fertilizer and lime: Price (index, 2015=1)",0.14630651
1960,"Intermediate inputs: Fertilizer and lime: Quantity (million, $2015)",9186.19411
1960,"Intermediate inputs: Pesticides: Price (index, 2015=1)",0.342705063
1960,"Intermediate inputs: Pesticides: Quantity (million, $2015)",846.208683
1960,"Intermediate inputs: Purchased services: Price (index, 2015=1)",0.128183071
1960,"Intermediate inputs: Purchased services: Quantity (million, $2015)",36870.8274
1960,"Intermediate inputs: Other intermediate inputs: Price (index, 2015=1)",0.144631281
1960,"Intermediate inputs: Other intermediate inputs: Quantity (million, $2015)",2404.625892
1961,"Total output: Price (index, 2015=1)",0.23443744
1961,"Total output: Quantity (million, $2015)",178043.3869
1961,"Livestock and products: All livestock and products 1/: Price (index, 2015=1)",0.196277371
1961,"Livestock and products: All livestock and products 1/: Quantity (million, $2015)",92151.86128
1961,"Livestock and products: Meat animals: Price (index, 2015=1)",0.156164793
1961,"Livestock and products: Meat animals: Quantity (million, $2015)",58781.10969
1961,"Livestock and products: Dairy: Price (index, 2015=1)",0.244165644
1961,"Livestock and products: Dairy: Quantity (million, $2015)",20200.58971
1961,"Livestock and products: Poultry and eggs: Price (index, 2015=1)",0.258139595
1961,"Livestock and products: Poultry and eggs: Quantity (million, $2015)",12342.73649
1961,"Crops: All crops: Price (index, 2015=1)",0.269057508
1961,"Crops: All crops: Quantity (million, $2015)",83222.86765
1961,"Crops: Food grains: Price (index, 2015=1)",0.367815891
1961,"Crops: Food grains: Quantity (million, $2015)",6916.762221
1961,"Crops: Feed crops: Price (index, 2015=1)",0.244711838
1961,"Crops: Feed crops: Quantity (million, $2015)",35168.13324
1961,"Crops: Oil crops: Price (index, 2015=1)",0.275610374
1961,"Crops: Oil crops: Quantity (million, $2015)",7964.311542
1961,"Crops: Vegetables and melons: Price (index, 2015=1)",0.175115592
1961,"Crops: Vegetables and melons: Quantity (million, $2015)",10907.2241
1961,"Crops: Fruits and tree nuts: Price (index, 2015=1)",0.151470987
1961,"Crops: Fruits and tree nuts: Quantity (million, $2015)",10627.84387
1961,"Crops: Other crops 2/: Price (index, 2015=1)",0.358931457
1961,"Crops: Other crops 2/: Quantity (million, $2015)",14362.0093
1961,"Farm-related output 3/: Price (index, 2015=1)",0.160569228
1961,"Farm-related output 3/: Quantity (million, $2015)",7853.144163
1961,"Total farm inputs: Price (index, 2015=1)",0.102857295
1961,"Total farm inputs: Quantity (million, $2015)",405805.305
1961,"Capital: All capital: Price (index, 2015=1)",0.100429171
1961,"Capital: All capital: Quantity (million, $2015)",130397.1192
1961,"Capital: Durable equipment: Price (index, 2015=1)",0.158419588
1961,"Capital: Durable equipment: Quantity (million, $2015)",23556.44645
1961,"Capital: Service buildings: Price (index, 2015=1)",0.204249106
1961,"Capital: Service buildings: Quantity (million, $2015)",6509.826479
1961,"Capital: Land: Price (index, 2015=1)",0.088404369
1961,"Capital: Land: Quantity (million, $2015)",89254.99757
1961,"Capital: Inventories: Price (index, 2015=1)",0.034474209
1961,"Capital: Inventories: Quantity (million, $2015)",4168.740562
1961,"Labor: All labor: Price (index, 2015=1)",0.052881599
1961,"Labor: All labor: Quantity (million, $2015)",178936.0243
1961,"Labor: Hired labor: Price (index, 2015=1)",0.055880033
1961,"Labor: Hired labor: Quantity (million, $2015)",57408.91982
1961,"Labor: Self-employed and unpaid family workers: Price (index, 2015=1)",0.051469168
1961,"Labor: Self-employed and unpaid family workers: Quantity (million, $2015)",121517.6189
1961,"Intermediate inputs: All intermediate inputs: Price (index, 2015=1)",0.14415405
1961,"Intermediate inputs: All intermediate inputs: Quantity (million, $2015)",133065.5512
1961,"Intermediate inputs: Feed and seed: Price (index, 2015=1)",0.164399523
1961,"Intermediate inputs: Feed and seed: Quantity (million, $2015)",64823.35988
1961,"Intermediate inputs: Energy: Price (index, 2015=1)",0.064040313
1961,"Intermediate inputs: Energy: Quantity (million, $2015)",26670.83617
1961,"Intermediate inputs: Fertilizer and lime: Price (index, 2015=1)",0.155603476
1961,"Intermediate inputs: Fertilizer and lime: Quantity (million, $2015)",9235.012182
1961,"Intermediate inputs: Pesticides: Price (index, 2015=1)",0.34229507
1961,"Intermediate inputs: Pesticides: Quantity (million, $2015)",964.0804936
1961,"Intermediate inputs: Purchased services: Price (index, 2015=1)",0.130728487
1961,"Intermediate inputs: Purchased services: Quantity (million, $2015)",35933.73833
1961,"Intermediate inputs: Other intermediate inputs: Price (index, 2015=1)",0.145972466
1961,"Intermediate inputs: Other intermediate inputs: Quantity (million, $2015)",2414.405701
1962,"Total output: Price (index, 2015=1)",0.243919144
1962,"Total output: Quantity (million, $2015)",179668.2233
1962,"Livestock and products: All livestock and products 1/: Price (index, 2015=1)",0.199907925
1962,"Livestock and products: All livestock and products 1/: Quantity (million, $2015)",91829.74076
1962,"Livestock and products: Meat animals: Price (index, 2015=1)",0.162285902
1962,"Livestock and products: Meat animals: Quantity (million, $2015)",58628.69216
1962,"Livestock and products: Dairy: Price (index, 2015=1)",0.238008887
1962,"Livestock and products: Dairy: Quantity (million, $2015)",20417.87626
1962,"Livestock and products: Poultry and eggs: Price (index, 2015=1)",0.264486469
1962,"Livestock and products: Poultry and eggs: Quantity (million, $2015)",12259.9542
1962,"Crops: All crops: Price (index, 2015=1)",0.285125846
1962,"Crops: All crops: Quantity (million, $2015)",84758.93429
1962,"Crops: Food grains: Price (index, 2015=1)",0.444371492
1962,"Crops: Food grains: Quantity (million, $2015)",6407.816852
1962,"Crops: Feed crops: Price (index, 2015=1)",0.273559181
1962,"Crops: Feed crops: Quantity (million, $2015)",36255.05448
1962,"Crops: Oil crops: Price (index, 2015=1)",0.258089953
1962,"Crops: Oil crops: Quantity (million, $2015)",8034.003181
1962,"Crops: Vegetables and melons: Price (index, 2015=1)",0.183205045
1962,"Crops: Vegetables and melons: Quantity (million, $2015)",11073.89808
1962,"Crops: Fruits and tree nuts: Price (index, 2015=1)",0.145805334
1962,"Crops: Fruits and tree nuts: Quantity (million, $2015)",10819.83738
1962,"Crops: Other crops 2/: Price (index, 2015=1)",0.35267659
1962,"Crops: Other crops 2/: Quantity (million, $2015)",15302.68065
1962,"Farm-related output 3/: Price (index, 2015=1)",0.162110531
1962,"Farm-related output 3/: Quantity (million, $2015)",8019.610742
1962,"Total farm inputs: Price (index, 2015=1)",0.10570596
1962,"Total farm inputs: Quantity (million, $2015)",414588.9127
1962,"Capital: All capital: Price (index, 2015=1)",0.100857823
1962,"Capital: All capital: Quantity (million, $2015)",130123.4078
1962,"Capital: Durable equipment: Price (index, 2015=1)",0.162235879
1962,"Capital: Durable equipment: Quantity (million, $2015)",23223.19366
1962,"Capital: Service buildings: Price (index, 2015=1)",0.201413939
1962,"Capital: Service buildings: Quantity (million, $2015)",6645.229117
1962,"Capital: Land: Price (index, 2015=1)",0.087310971
1962,"Capital: Land: Quantity (million, $2015)",89193.33028
1962,"Capital: Inventories: Price (index, 2015=1)",0.053736048
1962,"Capital: Inventories: Quantity (million, $2015)",4286.330273
1962,"Labor: All labor: Price (index, 2015=1)",0.055836329
1962,"Labor: All labor: Quantity (million, $2015)",179559.3373
1962,"Labor: Hired labor: Price (index, 2015=1)",0.058642956
1962,"Labor: Hired labor: Quantity (million, $2015)",57312.45461
1962,"Labor: Self-employed and unpaid family workers: Price (index, 2015=1)",0.054514087
1962,"Labor: Self-employed and unpaid family workers: Quantity (million, $2015)",122261.2875
1962,"Intermediate inputs: All intermediate inputs: Price (index, 2015=1)",0.148436171
1962,"Intermediate inputs: All intermediate inputs: Quantity (million, $2015)",139282.9062
1962,"Intermediate inputs: Feed and seed: Price (index, 2015=1)",0.176248163
1962,"Intermediate inputs: Feed and seed: Quantity (million, $2015)",67158.87013
1962,"Intermediate inputs: Energy: Price (index, 2015=1)",0.063905735
1962,"Intermediate inputs: Energy: Quantity (million, $2015)",27024.08166
1962,"Intermediate inputs: Fertilizer and lime: Price (index, 2015=1)",0.130223391
1962,"Intermediate inputs: Fertilizer and lime: Quantity (million, $2015)",11856.54886
1962,"Intermediate inputs: Pesticides: Price (index, 2015=1)",0.341879722
1962,"Intermediate inputs: Pesticides: Quantity (million, $2015)",1076.401951
1962,"Intermediate inputs: Purchased services: Price (index, 2015=1)",0.132600969
1962,"Intermediate inputs: Purchased services: Quantity (million, $2015)",36396.47589
1962,"Intermediate inputs: Other intermediate inputs: Price (index, 2015=1)",0.147087577
1962,"Intermediate inputs: Other intermediate inputs: Quantity (million, $2015)",2534.490127
1963,"Total output: Price (index, 2015=1)",0.243842856
1963,"Total output: Quantity (million, $2015)",185952.5028
1963,"Livestock and products: All livestock and products 1/: Price (index, 2015=1)",0.193100464
1963,"Livestock and products: All livestock and products 1/: Quantity (million, $2015)",94259.14976
1963,"Livestock and products: Meat animals: Price (index, 2015=1)",0.151294638
1963,"Livestock and products: Meat animals: Quantity (million, $2015)",61690.19534
1963,"Livestock and products: Dairy: Price (index, 2015=1)",0.238963036
1963,"Livestock and products: Dairy: Quantity (million, $2015)",20341.60214
1963,"Livestock and products: Poultry and eggs: Price (index, 2015=1)",0.265351009
1963,"Livestock and products: Poultry and eggs: Quantity (million, $2015)",12528.19055
1963,"Crops: All crops: Price (index, 2015=1)",0.292483313
1963,"Crops: All crops: Quantity (million, $2015)",88013.41106
1963,"Crops: Food grains: Price (index, 2015=1)",0.427827153
1963,"Crops: Food grains: Quantity (million, $2015)",6709.130618
1963,"Crops: Feed crops: Price (index, 2015=1)",0.286809822
1963,"Crops: Feed crops: Quantity (million, $2015)",38214.25325
1963,"Crops: Oil crops: Price (index, 2015=1)",0.279077153
1963,"Crops: Oil crops: Quantity (million, $2015)",8388.21367
1963,"Crops: Vegetables and melons: Price (index, 2015=1)",0.180226461
1963,"Crops: Vegetables and melons: Quantity (million, $2015)",11118.47276
1963,"Crops: Fruits and tree nuts: Price (index, 2015=1)",0.161365042
1963,"Crops: Fruits and tree nuts: Quantity (million, $2015)",10401.41023
1963,"Crops: Other crops 2/: Price (index, 2015=1)",0.348178737
1963,"Crops: Other crops 2/: Quantity (million, $2015)",16020.28283
1963,"Farm-related output 3/: Price (index, 2015=1)",0.160197945
1963,"Farm-related output 3/: Quantity (million, $2015)",8734.505196
1963,"Total farm inputs: Price (index, 2015=1)",0.108475576
1963,"Total farm inputs: Quantity (million, $2015)",418003.6753
1963,"Capital: All capital: Price (index, 2015=1)",0.101451801
1963,"Capital: All capital: Quantity (million, $2015)",130381.8477
1963,"Capital: Durable equipment: Price (index, 2015=1)",0.161666962
1963,"Capital: Durable equipment: Quantity (million, $2015)",23228.12679
1963,"Capital: Service buildings: Price (index, 2015=1)",0.184405592
1963,"Capital: Service buildings: Quantity (million, $2015)",6800.499728
1963,"Capital: Land: Price (index, 2015=1)",0.089679022
1963,"Capital: Land: Quantity (million, $2015)",89065.57491
1963,"Capital: Inventories: Price (index, 2015=1)",0.052323896
1963,"Capital: Inventories: Quantity (million, $2015)",4412.683222
1963,"Labor: All labor: Price (index, 2015=1)",0.057692133
1963,"Labor: All labor: Quantity (million, $2015)",172066.71
1963,"Labor: Hired labor: Price (index, 2015=1)",0.060284458
1963,"Labor: Hired labor: Quantity (million, $2015)",57216.75454
1963,"Labor: Self-employed and unpaid family workers: Price (index, 2015=1)",0.056474702
1963,"Labor: Self-employed and unpaid family workers: Quantity (million, $2015)",114699.403
1963,"Intermediate inputs: All intermediate inputs: Price (index, 2015=1)",0.153720071
1963,"Intermediate inputs: All intermediate inputs: Quantity (million, $2015)",144345.631
1963,"Intermediate inputs: Feed and seed: Price (index, 2015=1)",0.1873879
1963,"Intermediate inputs: Feed and seed: Quantity (million, $2015)",69854.14632
1963,"Intermediate inputs: Energy: Price (index, 2015=1)",0.064439946
1963,"Intermediate inputs: Energy: Quantity (million, $2015)",27358.78752
1963,"Intermediate inputs: Fertilizer and lime: Price (index, 2015=1)",0.125460996
1963,"Intermediate inputs: Fertilizer and lime: Quantity (million, $2015)",13645.67514
1963,"Intermediate inputs: Pesticides: Price (index, 2015=1)",0.338336216
1963,"Intermediate inputs: Pesticides: Quantity (million, $2015)",1120.187499
1963,"Intermediate inputs: Purchased services: Price (index, 2015=1)",0.133622103
1963,"Intermediate inputs: Purchased services: Quantity (million, $2015)",36336.37034
1963,"Intermediate inputs: Other intermediate inputs: Price (index, 2015=1)",0.146700881
1963,"Intermediate inputs: Other intermediate inputs: Quantity (million, $2015)",2656.138085
1964,"Total output: Price (index, 2015=1)",0.239806244
1964,"Total output: Quantity (million, $2015)",184896.522
1964,"Livestock and products: All livestock and products 1/: Price (index, 2015=1)",0.185727131
1964,"Livestock and products: All livestock and products 1/: Quantity (million, $2015)",97450.53931
1964,"Livestock and products: Meat animals: Price (index, 2015=1)",0.140111925
1964,"Livestock and products: Meat animals: Quantity (million, $2015)",64698.19098
1964,"Livestock and products: Dairy: Price (index, 2015=1)",0.242333371
1964,"Livestock and products: Dairy: Quantity (million, $2015)",20743.46173
1964,"Livestock and products: Poultry and eggs: Price (index, 2015=1)",0.258811088
1964,"Livestock and products: Poultry and eggs: Quantity (million, $2015)",12988.93731
1964,"Crops: All crops: Price (index, 2015=1)",0.29209986
1964,"Crops: All crops: Quantity (million, $2015)",85276.01363
1964,"Crops: Food grains: Price (index, 2015=1)",0.356488632
1964,"Crops: Food grains: Quantity (million, $2015)",7435.1066
1964,"Crops: Feed crops: Price (index, 2015=1)",0.292338033
1964,"Crops: Feed crops: Quantity (million, $2015)",35039.7266
1964,"Crops: Oil crops: Price (index, 2015=1)",0.276527444
1964,"Crops: Oil crops: Quantity (million, $2015)",8425.933027
1964,"Crops: Vegetables and melons: Price (index, 2015=1)",0.215547386
1964,"Crops: Vegetables and melons: Quantity (million, $2015)",10733.62122
1964,"Crops: Fruits and tree nuts: Price (index, 2015=1)",0.171291795
1964,"Crops: Fruits and tree nuts: Quantity (million, $2015)",10512.79775
1964,"Crops: Other crops 2/: Price (index, 2015=1)",0.333020073
1964,"Crops: Other crops 2/: Quantity (million, $2015)",15867.77974
1964,"Farm-related output 3/: Price (index, 2015=1)",0.15919138
1964,"Farm-related output 3/: Quantity (million, $2015)",8361.129709
1964,"Total farm inputs: Price (index, 2015=1)",0.10775245
1964,"Total farm inputs: Quantity (million, $2015)",411492.6427
1964,"Capital: All capital: Price (index, 2015=1)",0.090823565
1964,"Capital: All capital: Quantity (million, $2015)",130887.7118
1964,"Capital: Durable equipment: Price (index, 2015=1)",0.168731585
1964,"Capital: Durable equipment: Quantity (million, $2015)",23492.41012
1964,"Capital: Service buildings: Price (index, 2015=1)",0.167507643
1964,"Capital: Service buildings: Quantity (million, $2015)",6943.182644
1964,"Capital: Land: Price (index, 2015=1)",0.072300755
1964,"Capital: Land: Quantity (million, $2015)",88775.71179
1964,"Capital: Inventories: Price (index, 2015=1)",0.07633958
1964,"Capital: Inventories: Quantity (million, $2015)",4482.469703
1964,"Labor: All labor: Price (index, 2015=1)",0.065014307
1964,"Labor: All labor: Quantity (million, $2015)",161673.542
1964,"Labor: Hired labor: Price (index, 2015=1)",0.067671268
1964,"Labor: Hired labor: Quantity (million, $2015)",51599.26561
1964,"Labor: Self-employed and unpaid family workers: Price (index, 2015=1)",0.063770231
1964,"Labor: Self-employed and unpaid family workers: Quantity (million, $2015)",110071.823
1964,"Intermediate inputs: All intermediate inputs: Price (index, 2015=1)",0.152799998
1964,"Intermediate inputs: All intermediate inputs: Quantity (million, $2015)",143590.0447
1964,"Intermediate inputs: Feed and seed: Price (index, 2015=1)",0.183184305
1964,"Intermediate inputs: Feed and seed: Quantity (million, $2015)",68464.21513
1964,"Intermediate inputs: Energy: Price (index, 2015=1)",0.0641345
1964,"Intermediate inputs: Energy: Quantity (million, $2015)",27941.1067
1964,"Intermediate inputs: Fertilizer and lime: Price (index, 2015=1)",0.12410258
1964,"Intermediate inputs: Fertilizer and lime: Quantity (million, $2015)",15213.22121
1964,"Intermediate inputs: Pesticides: Price (index, 2015=1)",0.360553089
1964,"Intermediate inputs: Pesticides: Quantity (million, $2015)",1114.953697
1964,"Intermediate inputs: Purchased services: Price (index, 2015=1)",0.137957955
1964,"Intermediate inputs: Purchased services: Quantity (million, $2015)",35486.50849
1964,"Intermediate inputs: Other intermediate inputs: Price (index, 2015=1)",0.148798751
1964,"Intermediate inputs: Other intermediate inputs: Quantity (million, $2015)",2831.702802
1965,"Total output: Price (index, 2015=1)",0.251058974
1965,"Total output: Quantity (million, $2015)",189781.8728
1965,"Livestock and products: All livestock and products 1/: Price (index, 2015=1)",0.202228737
1965,"Livestock and products: All livestock and products 1/: Quantity (million, $2015)",95338.39536
1965,"Livestock and products: Meat animals: Price (index, 2015=1)",0.162614678
1965,"Livestock and products: Meat animals: Quantity (million, $2015)",62473.52082
1965,"Livestock and products: Dairy: Price (index, 2015=1)",0.247526455
1965,"Livestock and products: Dairy: Quantity (million, $2015)",20352.27707
1965,"Livestock and products: Poultry and eggs: Price (index, 2015=1)",0.265812834
1965,"Livestock and products: Poultry and eggs: Quantity (million, $2015)",13398.37112
1965,"Crops: All crops: Price (index, 2015=1)",0.297808892
1965,"Crops: All crops: Quantity (million, $2015)",90822.67054
1965,"Crops: Food grains: Price (index, 2015=1)",0.358554598
1965,"Crops: Food grains: Quantity (million, $2015)",7639.989834
1965,"Crops: Feed crops: Price (index, 2015=1)",0.293494052
1965,"Crops: Feed crops: Quantity (million, $2015)",39589.8879
1965,"Crops: Oil crops: Price (index, 2015=1)",0.289608887
1965,"Crops: Oil crops: Quantity (million, $2015)",9928.727701
1965,"Crops: Vegetables and melons: Price (index, 2015=1)",0.241732035
1965,"Crops: Vegetables and melons: Quantity (million, $2015)",10828.01045
1965,"Crops: Fruits and tree nuts: Price (index, 2015=1)",0.149271892
1965,"Crops: Fruits and tree nuts: Quantity (million, $2015)",11053.32678
1965,"Crops: Other crops 2/: Price (index, 2015=1)",0.351543119
1965,"Crops: Other crops 2/: Quantity (million, $2015)",14990.23795
1965,"Farm-related output 3/: Price (index, 2015=1)",0.161025028
1965,"Farm-related output 3/: Quantity (million, $2015)",8188.044816
1965,"Total farm inputs: Price (index, 2015=1)",0.117285027
1965,"Total farm inputs: Quantity (million, $2015)",406244.8846
1965,"Capital: All capital: Price (index, 2015=1)",0.108319343
1965,"Capital: All capital: Quantity (million, $2015)",131214.3061
1965,"Capital: Durable equipment: Price (index, 2015=1)",0.169608928
1965,"Capital: Durable equipment: Quantity (million, $2015)",23868.91899
1965,"Capital: Service buildings: Price (index, 2015=1)",0.164864231
1965,"Capital: Service buildings: Quantity (million, $2015)",7074.385939
1965,"Capital: Land: Price (index, 2015=1)",0.098673946
1965,"Capital: Land: Quantity (million, $2015)",88249.72681
1965,"Capital: Inventories: Price (index, 2015=1)",0.066879683
1965,"Capital: Inventories: Quantity (million, $2015)",4342.181043
1965,"Labor: All labor: Price (index, 2015=1)",0.071264745
1965,"Labor: All labor: Quantity (million, $2015)",157697.7315
1965,"Labor: Hired labor: Price (index, 2015=1)",0.073944142
1965,"Labor: Hired labor: Quantity (million, $2015)",48577.46697
1965,"Labor: Self-employed and unpaid family workers: Price (index, 2015=1)",0.070007471
1965,"Labor: Self-employed and unpaid family workers: Quantity (million, $2015)",109220.764
1965,"Intermediate inputs: All intermediate inputs: Price (index, 2015=1)",0.157048763
1965,"Intermediate inputs: All intermediate inputs: Quantity (million, $2015)",141326.2087
1965,"Intermediate inputs: Feed and seed: Price (index, 2015=1)",0.185357871
1965,"Intermediate inputs: Feed and seed: Quantity (million, $2015)",67081.63975
1965,"Intermediate inputs: Energy: Price (index, 2015=1)",0.064034893
1965,"Intermediate inputs: Energy: Quantity (million, $2015)",28359.48063
1965,"Intermediate inputs: Fertilizer and lime: Price (index, 2015=1)",0.147213524
1965,"Intermediate inputs: Fertilizer and lime: Quantity (million, $2015)",13544.95122
1965,"Intermediate inputs: Pesticides: Price (index, 2015=1)",0.391720051
1965,"Intermediate inputs: Pesticides: Quantity (million, $2015)",1210.047837
1965,"Intermediate inputs: Purchased services: Price (index, 2015=1)",0.140452958
1965,"Intermediate inputs: Purchased services: Quantity (million, $2015)",35984.94673
1965,"Intermediate inputs: Other intermediate inputs: Price (index, 2015=1)",0.15014084
1965,"Intermediate inputs: Other intermediate inputs: Quantity (million, $2015)",2816.074474
1966,"Total output: Price (index, 2015=1)",0.277383591
1966,"Total output: Quantity (million, $2015)",189218.3775
1966,"Livestock and products: All livestock and products 1/: Price (index, 2015=1)",0.229035821
1966,"Livestock and products: All livestock and products 1/: Quantity (million, $2015)",97444.75934
1966,"Livestock and products: Meat animals: Price (index, 2015=1)",0.186481289
1966,"Livestock and products: Meat animals: Quantity (million, $2015)",64865.68359
1966,"Livestock and products: Dairy: Price (index, 2015=1)",0.280828108
1966,"Livestock and products: Dairy: Quantity (million, $2015)",19703.86096
1966,"Livestock and products: Poultry and eggs: Price (index, 2015=1)",0.28987148
1966,"Livestock and products: Poultry and eggs: Quantity (million, $2015)",14177.3313
1966,"Crops: All crops: Price (index, 2015=1)",0.324019509
1966,"Crops: All crops: Quantity (million, $2015)",89078.50814
1966,"Crops: Food grains: Price (index, 2015=1)",0.420001831
1966,"Crops: Food grains: Quantity (million, $2015)",7688.752812
1966,"Crops: Feed crops: Price (index, 2015=1)",0.327089513
1966,"Crops: Feed crops: Quantity (million, $2015)",39498.8141
1966,"Crops: Oil crops: Price (index, 2015=1)",0.327011659
1966,"Crops: Oil crops: Quantity (million, $2015)",10187.30067
1966,"Crops: Vegetables and melons: Price (index, 2015=1)",0.227087705
1966,"Crops: Vegetables and melons: Quantity (million, $2015)",11501.91288
1966,"Crops: Fruits and tree nuts: Price (index, 2015=1)",0.152545478
1966,"Crops: Fruits and tree nuts: Quantity (million, $2015)",11449.60197
1966,"Crops: Other crops 2/: Price (index, 2015=1)",0.375043148
1966,"Crops: Other crops 2/: Quantity (million, $2015)",12727.96831
1966,"Farm-related output 3/: Price (index, 2015=1)",0.166808975
1966,"Farm-related output 3/: Quantity (million, $2015)",7820.670547
1966,"Total farm inputs: Price (index, 2015=1)",0.12647662
1966,"Total farm inputs: Quantity (million, $2015)",414986.3664
1966,"Capital: All capital: Price (index, 2015=1)",0.118514658
1966,"Capital: All capital: Quantity (million, $2015)",131789.2504
1966,"Capital: Durable equipment: Price (index, 2015=1)",0.17331405
1966,"Capital: Durable equipment: Quantity (million, $2015)",24493.27547
1966,"Capital: Service buildings: Price (index, 2015=1)",0.166372826
1966,"Capital: Service buildings: Quantity (million, $2015)",7214.289705
1966,"Capital: Land: Price (index, 2015=1)",0.110997944
1966,"Capital: Land: Quantity (million, $2015)",87493.99609
1966,"Capital: Inventories: Price (index, 2015=1)",0.101982703
1966,"Capital: Inventories: Quantity (million, $2015)",4530.315147
1966,"Labor: All labor: Price (index, 2015=1)",0.080066566
1966,"Labor: All labor: Quantity (million, $2015)",146512.9103
1966,"Labor: Hired labor: Price (index, 2015=1)",0.082787496
1966,"Labor: Hired labor: Quantity (million, $2015)",43757.38578
1966,"Labor: Self-employed and unpaid family workers: Price (index, 2015=1)",0.078779865
1966,"Labor: Self-employed and unpaid family workers: Quantity (million, $2015)",102922.5065
1966,"Intermediate inputs: All intermediate inputs: Price (index, 2015=1)",0.164501647
1966,"Intermediate inputs: All intermediate inputs: Quantity (million, $2015)",152802.9047
1966,"Intermediate inputs: Feed and seed: Price (index, 2015=1)",0.204255658
1966,"Intermediate inputs: Feed and seed: Quantity (million, $2015)",72420.61043
1966,"Intermediate inputs: Energy: Price (index, 2015=1)",0.06492117
1966,"Intermediate inputs: Energy: Quantity (million, $2015)",28773.51104
1966,"Intermediate inputs: Fertilizer and lime: Price (index, 2015=1)",0.118245226
1966,"Intermediate inputs: Fertilizer and lime: Quantity (million, $2015)",18766.08527
1966,"Intermediate inputs: Pesticides: Price (index, 2015=1)",0.433573538
1966,"Intermediate inputs: Pesticides: Quantity (million, $2015)",1296.204568
1966,"Intermediate inputs: Purchased services: Price (index, 2015=1)",0.144516172
1966,"Intermediate inputs: Purchased services: Quantity (million, $2015)",36322.71587
1966,"Intermediate inputs: Other intermediate inputs: Price (index, 2015=1)",0.15513081
1966,"Intermediate inputs: Other intermediate inputs: Quantity (million, $2015)",2873.575857
1967,"Total output: Price (index, 2015=1)",0.261585071
1967,"Total output: Quantity (million, $2015)",195508.807
1967,"Livestock and products: All livestock and products 1/: Price (index, 2015=1)",0.217238656
1967,"Livestock and products: All livestock and products 1/: Quantity (million, $2015)",99242.98253
1967,"Livestock and products: Meat animals: Price (index, 2015=1)",0.176357084
1967,"Livestock and products: Meat animals: Quantity (million, $2015)",66844.36004
1967,"Livestock and products: Dairy: Price (index, 2015=1)",0.293666915
1967,"Livestock and products: Dairy: Quantity (million, $2015)",19553.55101
1967,"Livestock and products: Poultry and eggs: Price (index, 2015=1)",0.241888141
1967,"Livestock and products: Poultry and eggs: Quantity (million, $2015)",14830.95444
1967,"Crops: All crops: Price (index, 2015=1)",0.303343914
1967,"Crops: All crops: Quantity (million, $2015)",93099.24298
1967,"Crops: Food grains: Price (index, 2015=1)",0.382687729
1967,"Crops: Food grains: Quantity (million, $2015)",8673.444215
1967,"Crops: Feed crops: Price (index, 2015=1)",0.281032212
1967,"Crops: Feed crops: Quantity (million, $2015)",43187.92987
1967,"Crops: Oil crops: Price (index, 2015=1)",0.286393752
1967,"Crops: Oil crops: Quantity (million, $2015)",10496.84527
1967,"Crops: Vegetables and melons: Price (index, 2015=1)",0.222123134
1967,"Crops: Vegetables and melons: Quantity (million, $2015)",12063.59714
1967,"Crops: Fruits and tree nuts: Price (index, 2015=1)",0.160121224
1967,"Crops: Fruits and tree nuts: Quantity (million, $2015)",11347.62744
1967,"Crops: Other crops 2/: Price (index, 2015=1)",0.435955117
1967,"Crops: Other crops 2/: Quantity (million, $2015)",11584.38911
1967,"Farm-related output 3/: Price (index, 2015=1)",0.167352929
1967,"Farm-related output 3/: Quantity (million, $2015)",8017.095168
1967,"Total farm inputs: Price (index, 2015=1)",0.12411373
1967,"Total farm inputs: Quantity (million, $2015)",412059.046
1967,"Capital: All capital: Price (index, 2015=1)",0.106114947
1967,"Capital: All capital: Quantity (million, $2015)",132510.7641
1967,"Capital: Durable equipment: Price (index, 2015=1)",0.178463793
1967,"Capital: Durable equipment: Quantity (million, $2015)",25347.75881
1967,"Capital: Service buildings: Price (index, 2015=1)",0.160974479
1967,"Capital: Service buildings: Quantity (million, $2015)",7368.387631
1967,"Capital: Land: Price (index, 2015=1)",0.091254589
1967,"Capital: Land: Quantity (million, $2015)",86523.56546
1967,"Capital: Inventories: Price (index, 2015=1)",0.099842573
1967,"Capital: Inventories: Quantity (million, $2015)",4566.396167
1967,"Labor: All labor: Price (index, 2015=1)",0.087207848
1967,"Labor: All labor: Quantity (million, $2015)",137705.14
1967,"Labor: Hired labor: Price (index, 2015=1)",0.089961512
1967,"Labor: Hired labor: Quantity (million, $2015)",40650.81722
1967,"Labor: Self-employed and unpaid family workers: Price (index, 2015=1)",0.085894899
1967,"Labor: Self-employed and unpaid family workers: Quantity (million, $2015)",97234.64312
1967,"Intermediate inputs: All intermediate inputs: Price (index, 2015=1)",0.162208874
1967,"Intermediate inputs: All intermediate inputs: Quantity (million, $2015)",154565.1792
1967,"Intermediate inputs: Feed and seed: Price (index, 2015=1)",0.191300151
